Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
5;1192765;Форма банка (без печати работодателя);Ремонт;1;0.17;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;329;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1192785;2НДФЛ;Ремонт;1;0.35;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;11;28;Торговля;ООО;холост / не замужем;4;4;3;3;3;0;0;0;0;0;0.25;1;3;26;4;0;0;24;61;0;0;0;0;0;0;0
5;1192805;2НДФЛ;Покупка недвижимости/ строительство;0;0.17;мужской;0;0;высшее;менеджер по продажам;>250;0;121;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1192825;Форма банка (без печати работодателя);Ремонт;1;0.48;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1192845;2НДФЛ;Ремонт;1;0.15;женский;0;0;высшее;специалист;>250;0;47;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1192865;2НДФЛ;Ремонт;0;0.46;женский;0;0;высшее;вспомогательный персонал;>250;0;34;45;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;2;0;0;0.8;4;1;26;5;2;0;3;15;0;0;0;0;0;0;0
5;1192885;2НДФЛ;Покупка недвижимости/ строительство;1;0.45;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1192905;Форма банка (без печати работодателя);Покупка автомобиля;1;0.46;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;15;24;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1192925;2НДФЛ;Ремонт;0;0.25;мужской;0;0;высшее;менеджер среднего звена;>250;0;53;27;Торговля;ООО;холост / не замужем;1;1;0;0;0;0;1;1;0;0;0.4;2;3;99;5;2;0;3;58;0;0;0;0;0;0;0
5;1192945;2НДФЛ;Ремонт;1;0.33;мужской;0;0;высшее;вспомогательный персонал;>250;0;40;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1192965;2НДФЛ;Покупка автомобиля;1;0.44;мужской;0;0;высшее;специалист;>250;0;93;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1192985;Свободная форма с печатью работодателя;Ремонт;1;0.54;мужской;1;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193005;2НДФЛ;Отпуск;1;0.49;мужской;0;0;высшее;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193025;Поступление зарплаты на счет;Ремонт;1;0.31;мужской;0;0;высшее;вспомогательный персонал;>250;0;22;48;Другое;ООО;женат / замужем;2;1;1;0;0;0.038961039;0;2;1;1;0.25;2;6;74;8;1;0;0;78;1;0;0;0;0;0;0
5;1193045;2НДФЛ;Ремонт;1;0.21;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193065;Форма банка (без печати работодателя);Ремонт;0;0.49;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;< 50;0;126;48;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193085;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.46;мужской;1;0;среднее-специальное;специалист;< 50;0;47;46;Другое;ООО;женат / замужем;0;0;0;0;0;0.0416666667;0;0;0;0;1;2;0;46;2;0;0;19;32;1;0;0;0;0;0;0
5;1193105;Форма банка (без печати работодателя);Ремонт;1;0.55;мужской;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193125;Поступление зарплаты на счет;Ремонт;0;0.21;мужской;0;0;высшее;специалист;>250;0;111;35;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
5;1193145;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;1;0;высшее;вспомогательный персонал;>250;3;57;31;Торговля;ООО;гражданский брак;2;2;1;1;0;0.0050761421;1;0;0;0;0.1111111111;2;16;196;18;2;0;9;98;1;0;0;0;0;0;0
5;1193165;Форма банка (без печати работодателя);Ремонт;1;0.45;мужской;0;0;высшее;рабочий;>250;0;34;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193185;2НДФЛ;Ремонт;0;0.37;мужской;1;0;высшее;специалист;>250;0;16;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193205;Поступление зарплаты на счет;Ремонт;0;0.34;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;12;27;Торговля;ООО;женат / замужем;1;1;0;0;0;0.1555555556;0;0;0;0;0.2;1;4;38;5;0;0;9;37;1;0;0;0;0;0;0
5;1193225;Форма банка (без печати работодателя);Покупка земли;1;0.16;женский;0;0;высшее;вспомогательный персонал;< 50;0;26;47;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193245;Поступление зарплаты на счет;Покупка автомобиля;0;0.37;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193265;Поступление зарплаты на счет;Ремонт;0;0.26;мужской;1;0;высшее;менеджер среднего звена;>250;0;49;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193285;2НДФЛ;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;38;48;Другое;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.4545454545;5;6;126;11;2;0;7;106;0;0;0;0;0;0;0
5;1193305;Поступление зарплаты на счет;Ремонт;0;0.47;мужской;0;0;высшее;специалист;>250;0;64;28;Торговля;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;4;2;83;6;1;1;11;44;0;0;0;0;0;0;0
5;1193325;Поступление зарплаты на счет;Ремонт;1;0.54;женский;0;0;среднее-специальное;менеджер среднего звена;< 50;0;15;26;Торговля;ООО;женат / замужем;3;3;3;1;1;;0;2;2;2;1;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0
5;1193345;Форма банка (без печати работодателя);Ремонт;0;0.15;мужской;2;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193365;Поступление зарплаты на счет;Ремонт;0;0.23;женский;0;0;высшее;специалист;>250;0;12;34;Торговля;ООО;женат / замужем;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;
5;1193385;2НДФЛ;Другое;0;0.56;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193405;Поступление зарплаты на счет;Ремонт;0;0.5;мужской;0;0;высшее;специалист;>250;0;103;29;Информационные технологии;ЗАО;холост / не замужем;2;2;2;2;2;0.0138888889;1;1;0;0;0.5;3;3;142;6;1;1;4;69;1;0;0;0;0;0;0
5;1193425;Форма банка (без печати работодателя);Ремонт;0;0.37;мужской;1;0;высшее;специалист;>250;0;120;37;Торговля;ЗАО;женат / замужем;1;1;0;0;0;0.0827067669;0;0;0;0;0.4;2;3;122;5;0;1;11;75;1;0;0;0;0;0;0
5;1193445;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.47;мужской;0;0;высшее;менеджер среднего звена;>250;0;26;35;Торговля;ООО;женат / замужем;3;1;1;0;0;0.0175438596;0;0;0;0;0.25;6;18;280;24;3;1;5;96;1;0;0;0;0;0;0
5;1193465;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;женский;0;0;среднее-специальное;специалист;>250;0;418;57;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193485;2НДФЛ;Покупка недвижимости/ строительство;0;0.32;мужской;2;0;высшее;менеджер среднего звена;>250;0;18;48;Другое;ЗАО;женат / замужем;2;2;2;1;0;0;0;0;0;0;0;0;3;39;3;0;0;42;67;0;0;0;0;0;0;0
5;1193505;Форма банка (без печати работодателя);Ремонт;1;0.23;мужской;2;0;среднее-специальное;рабочий;>250;0;151;48;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193525;Поступление зарплаты на счет;Покупка автомобиля;1;0.25;мужской;1;0;высшее;менеджер среднего звена;>250;0;45;46;Другое;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
5;1193545;2НДФЛ;Ремонт;1;0.28;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193565;Форма банка (без печати работодателя);Ремонт;1;0.47;женский;0;0;высшее;рабочий;< 50;0;16;40;Торговля;ООО;женат / замужем;4;3;2;2;2;0.0185873606;0;1;0;0;0.1052631579;2;17;264;19;1;2;5;90;1;0;0;0;0;0;0
5;1193585;2НДФЛ;Ремонт;1;0.37;мужской;0;0;незаконченное высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193605;Поступление зарплаты на счет;Ремонт;1;0.42;женский;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193625;2НДФЛ;Ремонт;1;0.59;женский;2;0;высшее;специалист;>250;0;122;43;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193645;Форма банка (без печати работодателя);Ремонт;0;0.57;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;145;37;Торговля;Индивидуальный предприниматель;женат / замужем;2;1;1;0;0;0;1;1;0;0;0.75;6;2;91;8;2;1;3;33;0;0;0;0;0;0;0
5;1193665;Поступление зарплаты на счет;Другое;0;0.39;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;42;35;Информационные технологии;ООО;гражданский брак;0;0;0;0;0;0;0;0;0;0;1;2;0;41;2;1;0;18;39;0;0;0;0;0;0;0
5;1193685;Форма банка (без печати работодателя);Ремонт;0;0.48;женский;0;0;высшее;специалист;< 50;0;18;29;Другое;Иная форма;холост / не замужем;4;2;2;0;0;0.0183486239;0;1;1;1;0.5625;9;7;214;16;4;0;1;41;1;1;1;0;0;0;0
5;1193705;2НДФЛ;Ремонт;1;0.43;мужской;0;0;высшее;специалист;>250;0;17;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193725;Поступление зарплаты на счет;Ремонт;0;0.36;мужской;0;0;высшее;рабочий;>250;0;23;24;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;1;1;0;0;1;2;0;3;2;1;0;2;19;0;0;0;0;0;0;0
5;1193745;Свободная форма с печатью работодателя;Ремонт;0;0.4;мужской;0;0;высшее;менеджер среднего звена;>250;3;92;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193765;Поступление зарплаты на счет;Ремонт;1;0.43;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193785;Поступление зарплаты на счет;Ремонт;1;0.37;женский;0;0;высшее;специалист;>250;0;82;26;Другое;ООО;гражданский брак;1;1;1;1;1;0;0;0;0;0;0;0;1;11;1;0;0;71;71;0;0;0;0;0;0;0
5;1193805;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0;49;28;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0208333333;0;1;0;0;0.4444444444;4;5;94;9;2;0;5;37;1;0;0;0;0;0;0
5;1193825;Поступление зарплаты на счет;Ремонт;0;0.43;женский;0;0;высшее;специалист;>250;0;12;27;Торговля;ОАО;холост / не замужем;0;0;0;0;0;0.0285714286;0;0;0;0;0.4444444444;4;5;102;9;2;1;7;75;1;0;0;0;0;0;0
5;1193845;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;2;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193865;Форма банка (без печати работодателя);Ремонт;1;0.23;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;38;34;Торговля;ООО;холост / не замужем;1;1;1;1;1;0.1875;0;1;0;0;0.3333333333;1;2;52;3;0;1;5;74;1;0;0;0;0;0;0
5;1193885;2НДФЛ;Покупка автомобиля;0;0.36;мужской;0;0;высшее;менеджер среднего звена;>250;3;8;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193905;Поступление зарплаты на счет;Ремонт;1;0.45;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;181;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193925;Поступление зарплаты на счет;Ремонт;1;0.38;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;0;8;29;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.1986754967;0;0;0;0;0.3;3;7;121;10;2;0;11;93;1;1;1;1;0;0;0
5;1193945;Форма банка (без печати работодателя);Ремонт;0;0.55;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1193965;2НДФЛ;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;22;42;Торговля;ООО;женат / замужем;1;1;0;0;0;0.0333333333;0;0;0;0;0.75;3;1;29;4;2;0;8;20;1;0;0;0;0;0;0
5;1193985;2НДФЛ;Покупка бытовой техники;1;0.44;женский;2;0;среднее;вспомогательный персонал;>250;3;31;29;Торговля;ЗАО;женат / замужем;3;3;3;3;2;;;;;;;;;;;;;;;;;;;;;
5;1194005;2НДФЛ;Ремонт;1;0.48;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194025;2НДФЛ;Покупка автомобиля;1;0.5;мужской;2;0;высшее;рабочий;>250;0;8;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194045;Форма банка (без печати работодателя);Ремонт;0;0.27;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194065;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;1;0;среднее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194085;Поступление зарплаты на счет;Ремонт;1;0.57;женский;1;0;высшее;менеджер среднего звена;>250;0;70;39;Торговля;ОАО;холост / не замужем;4;1;1;0;0;0.0840336134;0;1;1;0;0.2727272727;3;8;109;11;2;0;2;95;1;1;1;1;0;0;0
5;1194105;Форма банка (без печати работодателя);Ремонт;1;0.15;женский;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194125;2НДФЛ;Ремонт;1;0.44;женский;0;0;высшее;вспомогательный персонал;>250;0;13;27;Торговля;ЗАО;женат / замужем;11;8;6;6;4;0;0;1;0;0;1;1;0;2;1;1;0;3;3;0;0;0;0;0;0;0
5;1194145;2НДФЛ;Ремонт;1;0.43;мужской;0;0;незаконченное высшее;торговый представитель;>250;0;36;26;Другое;ООО;женат / замужем;1;0;0;0;0;0.0540540541;1;1;0;0;0.5;2;2;35;4;2;0;5;30;1;1;0;0;0;0;0
5;1194165;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;женский;0;0;высшее;специалист;>250;0;65;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194185;Поступление зарплаты на счет;Покупка земли;0;0.36;женский;0;0;высшее;менеджер среднего звена;>250;0;18;24;Другое;ООО;разведен / разведена;0;0;0;0;0;0;0;0;0;0;0.1666666667;1;5;33;6;0;1;15;46;0;0;0;0;0;0;0
5;1194205;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194225;2НДФЛ;Покупка автомобиля;0;0.26;мужской;0;0;высшее;специалист;>250;0;58;25;Другое;Государственное предприятие;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
5;1194245;Свободная форма с печатью работодателя;Ремонт;1;0.17;женский;0;0;высшее;рабочий;>250;3;38;35;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0149253731;0;0;0;0;0.6666666667;2;1;66;3;1;0;9;65;1;0;0;0;0;0;0
5;1194265;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;16;29;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;1;0;0;0.2857142857;2;5;94;7;1;3;5;77;0;0;0;0;0;0;0
5;1194285;2НДФЛ;Ремонт;1;0.57;женский;0;0;высшее;специалист;>250;1;23;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194305;Форма банка (без печати работодателя);Отпуск;1;0.13;мужской;1;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194325;2НДФЛ;Покупка недвижимости/ строительство;1;0.55;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194345;2НДФЛ;Ремонт;0;0.52;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194365;Поступление зарплаты на счет;Ремонт;1;0.37;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;71;37;Другое;ООО;женат / замужем;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
5;1194385;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.57;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;20;29;Другое;ООО;женат / замужем;2;1;1;0;0;0.1981981982;1;0;0;0;0.5714285714;4;3;89;7;2;0;12;44;1;0;0;0;0;0;0
5;1194405;Поступление зарплаты на счет;Покупка автомобиля;0;0.38;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194425;Поступление зарплаты на счет;Ремонт;1;0.45;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;18;35;Торговля;ООО;женат / замужем;0;0;0;0;0;0.1468531469;1;0;0;0;0.2857142857;4;10;122;14;3;0;8;79;1;1;1;1;0;0;0
5;1194445;Поступление зарплаты на счет;Ремонт;0;0.27;мужской;2;0;высшее;специалист;>250;1;11;30;Другое;ОАО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.6666666667;2;1;39;3;2;0;25;58;0;0;0;0;0;0;0
5;1194465;Поступление зарплаты на счет;Ремонт;0;0.19;мужской;2;0;высшее;специалист;>250;0;90;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194485;Форма банка (без печати работодателя);Ремонт;1;0.28;женский;0;0;высшее;менеджер среднего звена;< 50;0;204;49;Торговля;ООО;разведен / разведена;4;3;3;0;0;0.1058823529;1;1;0;0;0.6153846154;8;5;228;13;5;2;3;94;1;1;1;1;0;0;0
5;1194505;Форма банка (без печати работодателя);Покупка автомобиля;1;0.32;женский;0;0;незаконченное высшее;вспомогательный персонал;< 50;0;6;24;Торговля;ООО;разведен / разведена;2;2;2;1;1;0;0;0;0;0;0.25;2;6;87;8;1;0;9;41;0;0;0;0;0;0;0
5;1194525;Форма банка (без печати работодателя);Ремонт;1;0.35;мужской;2;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194545;Форма банка (без печати работодателя);Ремонт;1;0.32;женский;1;0;высшее;вспомогательный персонал;>250;0;36;35;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194565;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;44;25;Торговля;ООО;холост / не замужем;6;1;1;0;0;0.0085470085;0;1;1;1;0.6666666667;6;3;116;9;3;0;1;30;1;0;0;0;0;0;0
5;1194585;Поступление зарплаты на счет;Ремонт;0;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194605;2НДФЛ;Ремонт;1;0.49;мужской;2;0;высшее;менеджер высшего звена;>250;3;88;36;Торговля;ЗАО;женат / замужем;4;4;3;1;1;0.08125;1;2;1;1;0.2222222222;4;14;147;18;3;0;1;77;1;1;0;0;0;0;0
5;1194625;2НДФЛ;Ремонт;0;0.52;женский;1;0;высшее;специалист;>250;0;111;37;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194645;Поступление зарплаты на счет;Покупка автомобиля;1;0.25;мужской;0;0;высшее;вспомогательный персонал;>250;0;29;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194665;2НДФЛ;Ремонт;1;0.26;женский;0;0;среднее;специалист;< 50;0;66;25;Другое;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
5;1194685;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.39;мужской;0;0;среднее;вспомогательный персонал;>250;0;56;35;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194705;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.53;мужской;0;0;высшее;вспомогательный персонал;>250;0;49;25;Другое;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;30;3;0;2;12;27;0;0;0;0;0;0;0
5;1194725;2НДФЛ;Ремонт;1;0.52;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194745;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.45;мужской;1;0;высшее;менеджер по продажам;< 50;0;9;39;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;1;0;0;0.6666666667;2;1;35;3;1;0;3;30;0;0;0;0;0;0;0
5;1194765;Форма банка (без печати работодателя);Ремонт;0;0.11;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194785;2НДФЛ;Покупка автомобиля;0;0.29;мужской;0;0;среднее-специальное;рабочий;>250;0;25;27;Другое;ОАО;женат / замужем;2;2;0;0;0;0;0;0;0;0;0;0;2;11;2;0;1;1;26;0;0;0;0;0;0;0
5;1194805;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.22;мужской;2;0;высшее;торговый представитель;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194825;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;0;40;34;Торговля;ЗАО;женат / замужем;3;1;1;0;0;0.0192307692;1;1;0;0;0.2666666667;4;11;153;15;3;0;4;79;1;0;0;0;0;0;0
5;1194845;Форма банка (без печати работодателя);Покупка автомобиля;1;0.28;мужской;1;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194865;2НДФЛ;Ремонт;0;0.48;мужской;0;0;высшее;менеджер высшего звена;< 50;0;43;46;Торговля;ООО;холост / не замужем;3;3;3;3;3;0.1379310345;1;1;0;0;0.2727272727;3;8;275;11;3;1;3;94;1;1;0;0;1;0;0
5;1194885;Форма банка (без печати работодателя);Покупка автомобиля;1;0.33;мужской;1;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;130;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194905;Форма банка (без печати работодателя);Отпуск;0;0.44;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194925;Поступление зарплаты на счет;Ремонт;1;0.2;женский;1;0;высшее;торговый представитель;>250;0;6;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194945;Поступление зарплаты на счет;Ремонт;0;0.48;мужской;0;0;высшее;специалист;>250;0;55;35;Информационные технологии;ООО;женат / замужем;3;1;1;1;1;0.03;0;1;1;1;0.25;2;6;97;8;1;1;1;67;1;1;0;0;0;0;0
5;1194965;Поступление зарплаты на счет;Ремонт;1;0.18;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;222;44;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1194985;Форма банка (без печати работодателя);Ремонт;1;0.17;мужской;1;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1195005;Форма банка (без печати работодателя);Ремонт;0;0.29;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;26;50;Другое;ЗАО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.6;3;2;87;5;2;1;8;83;0;0;0;0;0;0;0
5;1195025;Поступление зарплаты на счет;Ремонт;0;0.35;мужской;0;0;высшее;торговый представитель;>250;1;51;32;Торговля;ЗАО;женат / замужем;1;1;1;0;0;0.0084033613;1;0;0;0;0.3;4;6;236;10;1;3;18;99;1;0;0;0;0;0;0
5;1195045;Поступление зарплаты на счет;Ремонт;0;0.33;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;10;31;Торговля;ООО;женат / замужем;3;3;1;1;1;0;0;0;0;0;0.5;1;1;12;2;0;0;26;37;0;0;0;0;0;0;0
5;1195065;2НДФЛ;Ремонт;0;0.47;женский;0;0;высшее;специалист;>250;0;61;27;Торговля;ЗАО;гражданский брак;4;3;3;3;3;0;0;0;0;0;0.2;1;4;72;5;1;2;12;39;0;0;0;0;0;0;0
5;1195085;2НДФЛ;Ремонт;1;0.59;мужской;1;0;среднее;вспомогательный персонал;>250;1;77;39;Другое;Государственное предприятие;женат / замужем;1;1;1;1;1;0.0166666667;0;1;0;0;0.2666666667;4;11;295;15;3;3;4;95;1;0;0;0;0;0;0
5;1195105;2НДФЛ;Ремонт;1;0.48;мужской;1;0;высшее;менеджер среднего звена;>250;0;45;29;Другое;ОАО;женат / замужем;1;0;0;0;0;0;0;2;2;0;0.3333333333;2;4;28;6;1;2;2;37;0;0;0;0;0;0;0
5;1195125;2НДФЛ;Ремонт;1;0.45;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;45;34;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1195145;Свободная форма с печатью работодателя;Ремонт;0;0.2;мужской;0;0;высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1195165;Форма банка (без печати работодателя);Ремонт;0;0.49;женский;0;0;высшее;вспомогательный персонал;>250;0;16;40;Торговля;Государственное предприятие;холост / не замужем;1;0;0;0;0;0.0716253444;0;0;0;0;0.2727272727;3;8;337;11;1;1;21;84;1;1;0;0;0;0;0
